#,建築物名稱,建築物概要,認可版本,認可等級,rank,有效期間,valid,認可類別,設計人,行政區,ditrict,地號,建築物使用類別,longtitude,latitude
726,永利分隊新建工程,地下2層，地上7層鋼筋混凝土構造辦公廳類建築,2007年更新版,銅級,2,2016年10月1日,0,標示,余建宏建築師事務所,新北市,永和區,新北市永和區永利段814-1地號等3筆,辦公廳類建築,121.519971,25.004243
727,財政部北區國稅局板橋分局辦公廳舍新建工程,地下3層，地上10層鋼筋混凝土構造辦公廳類建築,2007年更新版,合格級,1,2016年8月26日,0,標示,朱信忠建築師事務所,新北市,板橋區,新北市板橋區府中段750-1地號等8筆,辦公廳類建築,121.459999,25.01174
728,成功消防分隊暨里民活動中心新建工程,地下1層，地上7層鋼筋混凝土構造辦公廳類建築,2007年更新版,銅級,2,2016年8月26日,0,標示,楊志宏建築師事務所,新北市,蘆洲區,新北市蘆洲區中山段0843地號等2筆,辦公廳類建築,121.469341,25.076615
729,國立臺灣藝術大學「影音藝術大樓新建工程」,地下1層，地上10層鋼筋混凝土構造學校類建築,2005年更新版,合格級,1,2016年8月18日,0,標示,明德建築師事務所,新北市,板橋區,新北市板橋區大觀段116-1地號等13筆,學校類建築,121.450058,25.005633
730,局本部暨搜救隊新建工程,地下2層，地上10層鋼筋混凝土構造，鋼骨鋼筋混凝土構造辦公廳類建築,2009年版,黃金級,4,2016年8月5日,0,標示,劉漢卿建築師事務所,新北市,板橋區,新北市板橋區亞東段596地號等5筆,辦公廳類建築,121.453774,25.001265
731,新莊國民運動中心,地下3層，地上3層鋼骨鋼筋混凝土構造大型空間類建築,2007年更新版,銀級,3,2016年7月25日,0,標示,竹間聯合建築師事務所,新北市,新莊區,新北市新莊區復興段118地號等1筆,大型空間類建築,121.448274,25.039676
732,新北市新莊區勞工中心新建工程,地下2層，地上7層鋼筋混凝土構造大型空間類建築,2007年更新版,銅級,2,2016年7月14日,0,標示,蕭力仁建築師事務所,新北市,新莊區,新北市新莊區光榮段334地號等1筆,大型空間類建築,121.433581,25.020225
733,興富發建設新莊副都心段一小段12、28地號商業大樓新建工程,地下4層，地上28層鋼骨構造辦公廳類建築,2009年版,黃金級,4,2016年6月26日,0,標示,梁正芳建築師事務所,新北市,新莊區,新北市新莊區副都心段一小段0012-0000地號等1筆,辦公廳類建築,121.455146,25.059474
734,皇翔建設三峽大學段二十八層住商大樓新建工程,地下5層，地上28層，鋼筋混凝土構造住宿類建築,2007年更新版,銀級,3,2016年6月24日,0,標示,三大聯合建築師事務所,新北市,三峽區,新北市三峽區大學段一小段52地號等1筆,住宿類建築,121.376706,24.944641
735,中和市民樂停車場新建工程委託規劃設計監造,地下1層，地上6層鋼筋混凝土構造其他類建築,2007年更新版,合格級,1,2016年6月5日,0,標示,王正源建築師事務所,新北市,中和區,新北市中和區民樂段790地號等7筆,其他類建築,121.483645,25.0016
736,捷運新店線新店機廠聯合開發新建工程,地下3層，地上29層鋼骨構造，鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2016年5月21日,0,標示,李祖原聯合建築師事務所,新北市,新店區,新北市新店區中正段165地號等3筆,住宿類建築,121.533353,24.970893
737,頂科一次配電變電所,地下1層，地上6層鋼筋混凝土構造其他類建築,2007年更新版,合格級,1,2016年5月16日,0,標示,張仲怡建築師事務所,新北市,土城區,新北市土城區沛陂段384地號等1筆,其他類建築,121.424708,24.962895
739,新北市林口區頭湖國民小學校舍新建建築工程,地下1層、地上3層鋼筋混凝土構造學校類建築,2007年更新版,鑽石級,5,2016年5月12日,0,標示,石昭永建築師事務所,新北市,林口區,新北市林口區力行段493地號等1筆,學校類建築,121.372131,25.082678
741,臺北縣立文山國民中學第一期校舍工程,地上6層鋼筋混凝土構造學校類建築,2007年更新版,銅級,2,2016年5月5日,0,標示,林芳立建築師事務所,新北市,新店區,新北市新店區文山段644地號等22筆,學校類建築,121.539623,24.956524
742,瑞芳工商綜合區物流專區新建工程(B4區),地上2層鋼骨構造大型空間類建築,2009年版,銀級,3,2016年4月18日,0,標示,李肇基建築師事務所,新北市,瑞芳區,新北市瑞芳區四腳亭段楓子瀨小段144-40地號等2筆,大型空間類建築,121.773342,25.100304
743,寶贊開發淡水公司田段集合住宅新建工程,地下3層，地上14層鋼筋混凝土構造住宿類建築,2007年更新版,合格級,1,2016年4月11日,0,標示,許義明建築師事務所,新北市,淡水區,新北市淡水區公司田段121地號等1筆,住宿類建築,121.439426,25.188598
794,溪園營區電訊及生活大樓新建工程,地下1層，地上6層鋼筋混凝土構造辦公廳類建築,2007年更新版,合格級,1,已失效,0,標示,林同華建築師事務所,新北市,新店區,新店區中央段294、295、458等14筆地號,辦公廳類建築,121.525319,24.983116
796,三重蘆洲郵局改建工程,地下2層，地上6層鋼筋混凝土構造辦公廳類建築,2005年更新版,免評估,0,已失效,0,標示,中華郵政股份有限公司資產營運處,新北市,蘆洲區,新北市蘆洲區保和段269地號等1筆,辦公廳類建築,121.473489,25.084937
798,新北市萬里區衛生所,地下1層，地上3層鋼筋混凝土構造辦公廳類建築,2007年更新版,合格級,1,已失效,0,標示,三能建築師事務所,新北市,萬里區,新北市萬里區萬里段1147-0000地號等17筆,辦公廳類建築,121.689834,25.178185
799,新北市新莊區新莊國民小學九十五年度老舊危險校舍(前棟教室)整建計畫工程,地下1層，地上5層鋼筋混凝土構造學校類建築,2007年更新版,銅級,2,已失效,0,標示,廖益謙建築師事務所,新北市,新莊區,新北市新莊區恒安段610地號等8筆,學校類建築,121.45604,25.037273
800,聖約翰科技大學教學及行政大樓,地下1層，地上5層鋼筋混凝土構造學校類建築,2009年版,合格級,1,已失效,0,標示,賈孝遠建築師事務所,新北市,淡水區,新北市淡水區灰磘子段後洲子小段4-3地號等16筆,學校類建築,121.450669,25.225827
802,新北市三重區厚德國民小學95年度老舊校舍整建暨興建地下室停車場工程,地下1層，地上5層鋼筋混凝土構造學校類建築,2007年更新版,銅級,2,已失效,0,標示,蔡忠孝建築師事務所,新北市,三重區,新北市三重區忠孝段1413地號等7筆,學校類建築,121.488217,25.071741
803,忠莊專責教召基地營舍新建工程,地上4層，鋼筋混凝土構造其他類建築,2005年更新版,合格級,1,已失效,0,標示,王正源建築師事務所,新北市,淡水區,新北市淡水區望高樓段628等31筆,其他類建築,121.417638,25.185478
804,國立華僑實驗高級中學多功能排球館新建工程,地上2層鋼筋混凝土構造大型空間類建築,2007年更新版,合格級,1,已失效,0,標示,謝偉杰建築師事務所,新北市,板橋區,新北市板橋區大觀段210-0地號等3筆,大型空間類建築,121.446328,25.00541
806,新北市政府警察局中和第一分局秀山派出所,地下2層，地上7層鋼筋混凝土構造辦公廳類建築,2005年更新版,合格級,1,已失效,0,標示,吳旗清建築師事務所,新北市,中和區,新北市中和區大智段664-1地號等5筆,辦公廳類建築,121.526205,24.990431
807,麗寶建設住商大樓新建工程案,地下8層，地上30層鋼骨鋼筋混凝土構造住宿類建築,2005年更新版,銅級,2,已失效,0,標示,胡瀛光建築師事務所,新北市,板橋區,新北市板橋區新板段二小段5地號等1筆,住宿類建築,121.466288,25.014474
808,元興建設淡水竹圍段二十九層集合住宅新建工程,地下5層，地上29層鋼筋混凝土構造住宿類建築,2007年更新版,銀級,3,已失效,0,標示,簡俊卿建築師事務所,新北市,淡水區,新北市淡水區竹圍段894地號等2筆,住宿類建築,121.459554,25.132963
810,板橋E/S改建工程（土建統包）,地下1層，地上3層鋼筋混凝土構造其他類建築,2007年更新版,合格級,1,已失效,0,標示,張仲怡建築師事務所,新北市,土城區,新北市土城區延吉段267地號等3筆,其他類建築,121.473017,24.986454
812,臺北縣中港大排汙染改善暨河廊環境營造工程-願景館新建工程,地上2層鋼筋混凝土構造，鋼骨構造大型空間類建築,2007年更新版,合格級,1,已失效,0,標示,黃孟偉建築師事務所,新北市,新莊區,新北市新莊區副都心段一小段0279-0000地號等2筆,大型空間類建築,121.450708,25.059075
813,淡水漁人碼頭休閒專用區藝術大街計畫案,地下1層，地上4層鋼筋混凝土構造百貨商場類建築,2007年更新版,合格級,1,已失效,0,標示,林冠名建築師事務所,新北市,淡水區,新北市淡水區望高樓段875-2地號等2筆,百貨商場類建築,121.413878,25.182286
814,新北市萬里區公所,地下2層，地上8層鋼筋混凝土構造辦公廳類建築,2007年更新版,銅級,2,已失效,0,標示,陳文成建築師事務所,新北市,萬里區,新北市萬里區萬里段1119地號等3筆,辦公廳類建築,121.68918,25.178271
815,台北縣淡水地區污水下水道系統委外建設營運計畫-污水處理廠第一期工程,地上3層鋼筋混凝土構造辦公廳類建築,2005年更新版,黃金級,4,已失效,0,標示,黃孟偉建築師事務所,新北市,淡水區,新北市淡水區淡海段253地號等1筆,辦公廳類建築,121.41847,25.194448
816,厚生/大陸工程板橋住宅新建工程,地下6層，地上37層鋼骨鋼筋混凝土構造住宿類建築,2005年更新版,合格級,1,已失效,0,標示,徐維志建築師事務所,新北市,板橋區,新北市板橋區新板段三小段34地號等1筆,住宿類建築,121.46778,25.012361
817,中和地政事務所與稅捐稽徵處中和分處聯合辦公大樓暨地下公共停車場,地下3層，地上7層鋼筋混凝土構造，預鑄辦公廳類建築,2007年更新版,銅級,2,已失效,0,標示,宗邁建築師事務所,新北市,中和區,新北市中和區復興段861地號等6筆,辦公廳類建築,121.502377,24.990593
818,板橋分隊暨板橋義消中、分隊新建工程,地下1層，地上7層鋼筋混凝土構造辦公廳類建築,2007年更新版,銅級,2,已失效,0,標示,劉漢卿建築師事務所,新北市,板橋區,新北市板橋區重慶段1037地號等8筆,辦公廳類建築,121.463346,24.999303
819,淡水漁人碼頭休閒專用區觀光旅館計畫案,地下1層，地上9層鋼筋混凝土構造旅館餐飲類建築,2007年更新版,合格級,1,已失效,0,標示,林冠名建築師事務所,新北市,淡水區,新北市淡水區望高樓段875-1地號等1筆,旅館餐飲類建築,121.415474,25.182147
820,國防部後備司令部庫房新建工程(仁愛營區),地上3層鋼筋混凝土構造其他類建築,2007年更新版,合格級,1,已失效,0,標示,王正源建築師事務所,新北市,土城區,新北市土城區清水段302、926地號等2筆,其他類建築,121.463361,24.981087
823,新莊區思賢立體停車場興建工程,地上23層鋼筋混凝土構造、鋼架構造其他類建築,2007年更新版,合格級,1,已失效,0,標示,馮月忠建築師事務所,新北市,新莊區,新北市新莊區思賢段528地號等3筆,其他類建築,121.456696,25.047881
824,國立三重高級商工職業學校工科教學大樓新建工程,地上4層，鋼筋混凝土構造學校類建築,2007年更新版,黃金級,4,已失效,0,標示,九典聯合建築師事務所,新北市,三重區,新北市三重區永德段1011-000地號等1筆,學校類建築,121.481211,25.069567
827,光點新建工程住宅案,地下3層，地上15層鋼筋混凝土構造住宿類建築,2007年更新版,黃金級,4,已失效,0,標示,邱垂睿建築師事務所,新北市,板橋區,新北市板橋區中山段1059地號等3筆,住宿類建築,121.469928,25.008376
828,新北市政府警察局三重分局三重派出所暨交通分隊辦公廳舍新建工程,地下2層，地上7層鋼筋混凝土構造辦公廳類建築,2005年更新版,合格級,1,已失效,0,標示,吳旗清建築師事務所,新北市,三重區,新北市三重區福德北段1262地號等5筆,辦公廳類建築,121.502232,25.064159
829,三圓建設新店集合住宅,地下6層，地上26層鋼骨鋼新混凝土構造住宿類建築,2007年更新版,合格級,1,已失效,0,標示,鄧培華建築師事務所,新北市,新店區,新北市新店區行政段862地號等1筆,住宿類建築,121.542869,24.969154
830,頭前一次配電變電所,地下1層，地上4層鋼筋混凝土構造其他類建築,2007年更新版,合格級,1,已失效,0,標示,張仲怡建築師事務所,新北市,新莊區,新北市新莊區化成段88地號等11筆,其他類建築,121.462693,25.048268
831,新北市板橋區海山國民小學老舊校舍整建工程,地下1層，地上5層鋼筋混凝土構造學校類建築,2007年更新版,銅級,2,已失效,0,標示,陳志庸建築師事務所,新北市,板橋區,新北市板橋區中山段577地號等7筆,學校類建築,121.470711,25.009962
832,新莊市社會福利大樓再造興建工程,地下1層，地上5層鋼筋混凝土構造學校類建築,2007年更新版,銅級,2,已失效,0,標示,林芳立建築師事務所,新北市,新莊區,新北市新莊區後港段244地號等2筆,學校類建築,121.427677,25.029428
833,宏達國際電子股份有限公司研發大樓新建工程,地下5層，地上17層鋼骨構造辦公廳類建築,2009年版,黃金級,4,已失效,0,標示,大元聯合建築師事務所,新北市,新店區,新北市新店區寶橋段689-1地號等5筆,辦公廳類建築,121.546051,24.979038
834,鵬程建設板橋新板特區商業大樓新建工程,地下6層，地上16層鋼骨構造百貨商場類建築,2007年更新版,合格級,1,已失效,0,標示,宏景聯合建築師事務所,新北市,板橋區,新北市板橋區新板段一小段25地號等2筆,百貨商場類建築,121.461997,25.012353
