"資料集id","資料集編號","資料集名稱","數位發展部服務分類","數位發展部資料集類型","主題分類","資料集描述","主要欄位說明","資料集提供機關(一級) ","資料集提供機關(二級) ","資料集提供機關","上架時間","更新頻率","計費方式","計費說明網址","資料集語系","資料授權","資料集提供機關聯絡人","資料集提供機關聯絡人電話","資料集提供機關聯絡人電子郵件","備註","資料最後更新時間","資料存取網址","檔案格式","編碼格式","資料量"
"d4dbde00-fc1e-47db-9177-0f6ec439803c","00003883","臺北地區災時供水狀態資訊","生活安全及品質","原始資料","水利","於災情發生時，提供民眾有關本處供水轄區範圍內供水狀態(減壓或停水)相關資訊。","項次編號、狀態、原因、區域、發生時間、預計修復時間、聯絡單位、聯絡電話、資料更新時間、備註","北水處","","北水處","2021-03-17T00:00:00","不定期更新","免費","","中文","公開","詹士旻","02-87335711","shmin@water.gov.taipei","","2026-04-02T15:02:57","https://tpwater.blob.core.windows.net/blobfs/tpwater.kml","KML","utf-8",""
"854214ee-3caf-4390-b3cd-0809399d171e","00003886","臺北地區災時防災地下水井狀態資訊","生活安全及品質","原始資料","水利","於災情發生時，提供民眾有關本處防災地下水井開設相關資訊，供民眾取水。","項次編號、狀態、行政區、設置地點、取水地址、電話、預定關閉時間、備註","北水處","","北水處","2021-03-17T00:00:00","不定期更新","免費","","中文","公開","詹士旻","02-87335711","shmin@water.gov.taipei","","2026-04-02T15:00:40","https://tpwater.blob.core.windows.net/blobfs/Well.kml","KML","utf-8",""
"75aa4c40-db2a-47b7-8f0a-b10d4ff9788b","00000317","臺北市停水資訊(大臺北地區)","生活安全及品質","原始資料","水利","大臺北地區停水資訊(臺北自來水事業處供水區域)，本項自109年8月10日起變更資料來源，請由預覽-資料存取網址https://webs.water.gov.taipei/apps/outage.asmx/outageOpenData介接大臺北地區停水資訊，下方最後更新時間係詮釋資料更新時間，實際停水時間以連結資料為準。","SW_No(停水案件系統代碼)、Date(預定停水日期起訖)、Time(預定停水時間起訖)、SW_Area(停水區域)、Title(標題)、Description(停水通知內容)、MapUrl(停水地圖)、PubDate(公告日期)","北水處","","北水處","2012-01-04T00:00:00","不定期更新","免費","","中文","公開","鄒亞達","02-87335711","ydc@water.gov.taipei","","2026-04-02T15:00:38","https://webs.water.gov.taipei/apps/outage.asmx/outageOpenData","JSON","utf-8",""
"b9be0e85-a7b6-4528-9260-c25c634fecd6","00001216","臺北地區災時學校供水站狀態資訊","生活安全及品質","原始資料","水利","於災情發生時，提供民眾有關位於學校內，供水站開設相關資訊，供民眾取水。","項次編號、狀態、行政區、學校名稱、地址、電話、預定關閉時間、備註","北水處","","北水處","2020-07-16T00:00:00","不定期更新","免費","","中文","公開","詹士旻","02-87335711","shmin@water.gov.taipei","","2026-04-02T15:00:37","https://tpwater.blob.core.windows.net/blobfs/SchoolSupply.kml","KML","utf-8",""
"52f8b88d-5bf1-4521-a841-9101c0bfedcf","00003884","臺北地區災時臨時供水站狀態資訊","生活安全及品質","原始資料","水利","於災情發生時，提供民眾有關本處臨時供水站開設相關資訊，供民眾取水。","項次編號、狀態、行政區、臨時供水站地點、電話、預定關閉時間、備註","北水處","","北水處","2021-03-17T00:00:00","不定期更新","免費","","中文","公開","詹士旻","02-87335711","shmin@water.gov.taipei","","2026-04-02T15:00:35","https://tpwater.blob.core.windows.net/blobfs/TempSupply.kml","KML","utf-8",""
"ad28daeb-cb01-4fac-8804-01b8e2ca1ab8","00003887","臺北地區災時旱災買水站狀態資訊","生活安全及品質","原始資料","水利","於旱災發生時，提供民眾有關本處買水站開設相關資訊。","項次編號、狀態、行政區、設置地點、取水地址、聯絡窗口、電話、備註","北水處","","北水處","2021-03-17T00:00:00","不定期更新","免費","","中文","公開","詹士旻","02-87335711","shmin@water.gov.taipei","","2026-04-02T15:00:33","https://tpwater.blob.core.windows.net/blobfs/Trading.kml","KML","utf-8",""
"d3e935d5-ee8a-4d39-895d-56e44518186d","00029319","臺北市每人每日家庭(生活)用水量","生活安全及品質","原始資料","環保","臺北自來水事業處轄區內每人每日家庭(生活)用水量","年度、臺北市每人每日家庭用水量（公升）、轄區每人每日家庭用水量（公升）、臺北市每人每日生活用水量（公升）、轄區每人每日生活用水量（公升）","北水處","","北水處","2022-06-01T00:00:00","每1年","免費","","中文","公開","王俊壹","02-87335955","chuni@water.gov.taipei","","2026-04-02T15:00:31","/api/dataset/d3e935d5-ee8a-4d39-895d-56e44518186d/resource/b750f54f-2805-468a-bd90-e09804445f6b/download","CSV","Big5",""
"a7ef99ef-21a3-4806-a264-512ff9ffcd6c","00029320","臺北市每度水排放二氧化碳(CO2)約當量","生活安全及品質","原始資料","環保","臺北自來水事業處轄區內每度水排放二氧化碳(CO2)約當量","項次、年度、每度水排放二氧化碳（CO2）約當量、單位、備註","北水處","","北水處","2022-06-01T00:00:00","每1年","免費","","中文","公開","王俊壹","02-87335955","chuni@water.gov.taipei","依氣候變遷因應法頒布規定及ISO14064-1盤查標準修正。","2026-04-02T15:00:30","/api/dataset/a7ef99ef-21a3-4806-a264-512ff9ffcd6c/resource/52de4b17-234c-44f5-9312-245381f9d9f3/download","CSV","Big5",""
"50d2d693-9fab-4160-9a3c-50c4e0b00dc5","00000604","臺北自來水事業處用戶水表統計表","生活安全及品質","原始資料","統計","臺北自來水事業處用戶各年度各口徑水表統計表","年度/口徑、13mm數量、20mm數量、25mm數量、40mm數量、50mm數量、75mm數量、100mm數量、150mm數量、200mm數量、250mm數量、300mm數量、合計","北水處","","北水處","2015-07-22T00:00:00","每1年","免費","","中文","公開","吳靜怡","02-87335729","wjy@water.gov.taipei","106年度資料包含106年度以前之統計資料","2026-04-02T15:00:28","/api/dataset/50d2d693-9fab-4160-9a3c-50c4e0b00dc5/resource/552a96e3-6b3e-4e16-9ad4-29facfe2a032/download","CSV","big5",""
"3712cb95-492a-480f-83b6-02e30f318868","00000605","臺北自來水事業處漏水率資訊","生活安全及品質","原始資料","水利","自來水處歷年漏水率資料","項次、機關名稱、年度、漏水率、備註","北水處","","北水處","2015-07-22T00:00:00","每1年","免費","","中文","公開","葉泓暉","02-87335713","hueije@water.gov.taipei","","2026-04-02T15:00:25","/api/dataset/3712cb95-492a-480f-83b6-02e30f318868/resource/4cc825c3-1a56-419a-89e2-cac3d25593c2/download","CSV","Big5",""
"567976f0-6bbe-4b21-9452-6877d073f2b2","00000934","臺北自來水事業處無障礙設施資料表","生活安全及品質","原始資料","社福","臺北自來水事業處無障礙設施項目、地點、地址、數量及聯絡人等資料","項次編號、無障礙廁所設施項目、設施地點、設施地址、數量、聯絡人
","北水處","","北水處","2020-06-10T00:00:00","不定期更新","免費","","中文","公開","吳永豐","02-87335819","br2@water.gov.taipei","","2026-04-02T15:00:23","/api/dataset/567976f0-6bbe-4b21-9452-6877d073f2b2/resource/944d9d3c-886c-42ee-baba-671e71be0bf8/download","CSV","UTF-8","8"
"cd3ad198-0d43-4bda-a2c2-97e57e178038","00003694","臺北市勞動檢查概況","生活安全及品質","原始資料","勞動","臺北市實施勞動檢查概況統計資訊。　　","年度、直轄市、行業別、安全衛生（數量）、勞動條件（數量）","勞動局","勞檢處","勞動局勞檢處","2021-01-14T00:00:00","不定期更新","免費","","中文","公開","梁國宸","02-23086101#504","lio.134@gov.taipei","     　　　","2026-04-02T14:53:45","/api/dataset/cd3ad198-0d43-4bda-a2c2-97e57e178038/resource/994ae420-fb5b-4e3e-8160-723777bdedaf/download","CSV","Big5","91"
"49802349-ad4e-4551-be78-668e247f4d16","00033888","臺北市停復工公開資訊","生活安全及品質","原始資料","勞動","序號：資料流水號。工程名稱：受停工處分之工地。事業單位名稱：受停工處分之事業單位。停工日期：受停工處分之日期。復工或復工審查日期：同意復工日期。停工範圍：受停工處分之區域。停工原因：受停工處分之具體原因。","序號、工程名稱、事業單位名稱、停工日期、復工或復工審查日期、停工範圍、停工原因
","勞動局","勞檢處","勞動局勞檢處","2025-05-07T00:00:00","每1月","免費","","中文","公開","梁國宸","02-23086101#504","lio.134@gov.taipei","","2026-04-02T14:53:37","/api/dataset/49802349-ad4e-4551-be78-668e247f4d16/resource/4d5627ca-17ac-4da9-9464-9e72cef1ee4a/download","CSV","UTF-8","1073"
"e839cfbc-21a4-48b2-a307-369510539700","00002354","臺北市菁山苗圃植栽數量","公共資訊","原始資料","農業","菁山苗圃植栽數量。","類別、種類、日照條件、調查數量、調查日期、可供申請數量、是否提供申請、備註","產業局","","產業局","2020-10-14T00:00:00","不定期更新","免費","","中文","公開","郭韋廷","02-27208889#6617","ea-20150@gov.taipei","","2026-04-02T14:26:11","/api/dataset/e839cfbc-21a4-48b2-a307-369510539700/resource/47a7cd3f-372a-445c-b901-2807b1e92db8/download","CSV","Big5",""
"12f3421a-94f4-4a5e-8642-143dee2fa551","00000594","臺北市政府勞動局違反性別平等工作法事業單位及事業主公布總表","求職及就業","原始資料","勞動","依據性別平等工作法第三十八條及第三十八條之一規定，公布違反者其姓名或名稱、負責人姓名。","公告日期、處分日期、處分字號、事業單位名稱/自然人姓名、事業單位代表人、違反性別平等工作法（修正前為性別工作平等法，下同）條款、違反法規內容、備註","勞動局","","勞動局","2015-06-16T00:00:00","每1月","免費","","中文","公開","陳俞熙","02-27208889#7023","DL-00879@gov.taipei","","2026-04-02T13:53:50","/api/dataset/12f3421a-94f4-4a5e-8642-143dee2fa551/resource/d640b611-a954-4b54-95be-256b55c73076/download","CSV","Big5","1"
"eaa3dcb9-a14c-4bb9-8e66-3ec5a119e6a9","00001739","臺北市政府勞動局違反就業服務法事業單位及事業主公布總表","求職及就業","原始資料","勞動","公告日期、處分日期、處分字號、事業單位名稱/自然人姓名、事業單位代表人、違反就業服務法條款、違反法規內容、備註","公告日期、處分日期、處分字號、事業單位名稱/自然人姓名、事業單位代表人、違反就業服務法條款、違反法規內容、備註","勞動局","","勞動局","2020-02-05T00:00:00","每1月","免費","","中文","公開","陳俞熙","02-27208889#7023","DL-00879@gov.taipei","","2026-04-02T13:53:44","/api/dataset/eaa3dcb9-a14c-4bb9-8e66-3ec5a119e6a9/resource/b5641d0e-b870-4d23-a352-15a333d7d319/download","CSV","Big5","1"
"fb1229aa-0f32-4bde-98ce-5657bdf5d862","00029623","臺北市政府勞動局違反中高齡者及高齡者就業促進法事業單位及事業主公布總表","求職及就業","原始資料","勞動","依據中高齡者及高齡者就業促進法第41條、第42條規定，公布違反者其姓名或名稱、負責人姓名。","公告日期、處分日期、處分字號、事業單位名稱/自然人姓名、事業單位代表人、違反中高齡者及高齡者就業促進法條款、違反法規內容、備註","勞動局","","勞動局","2022-08-04T00:00:00","每1月","免費","","中文","公開","陳俞熙","02-27208889#7023","DL-00879@gov.taipei","","2026-04-02T13:53:38","/api/dataset/fb1229aa-0f32-4bde-98ce-5657bdf5d862/resource/0ce2ef2f-e935-40e1-99f9-ac5163629e03/download","CSV","Big5","1"
"202fe057-b25b-4d14-acf7-0e556823f4d1","00000620","臺北市農業用地允許使用申請","開創事業","原始資料","農業","農業用地允許使用申請。","序號、行政區代碼、行政區、地號、申請項目","產業局","","產業局","2016-02-19T00:00:00","不定期更新","免費","","中文","公開","陳南柏","02-27208889#6603","ea-40326@gov.taipei","","2026-04-02T11:09:13","/api/dataset/202fe057-b25b-4d14-acf7-0e556823f4d1/resource/92506c78-3f70-48a3-a80e-e19bdf7c45e3/download","CSV","utf-8",""
"54cfef84-da82-4ca9-aa7b-b201f1fcbce6","00000569","臺北市大同區區民活動中心設置無障礙設施資料","生活安全及品質","原始資料","民政","臺北市大同區各區民活動中心之無障礙設施名稱及數量","location(區民活動中心名稱)、address(地址)、data(無障礙設施名稱)、ItemValue(統計數值)、Management unit code(機關代碼)","大同區公所","","大同區公所","2015-05-29T00:00:00","不定期更新","免費","","中文","公開","盧姸蓁","02-25975323#231","at4115@gov.taipei","","2026-04-02T11:05:24","/api/dataset/54cfef84-da82-4ca9-aa7b-b201f1fcbce6/resource/9a16da32-246e-4dde-8536-4d16d8756c56/download","CSV","UTF-8","13"
"ea6f3b18-9062-4594-abee-43fbb9efedbc","00000073","臺北市大同區各里簡易疏散避難地圖資訊","生活安全及品質","原始資料","民政","提供臺北市大同區各里簡易疏散避難圖資訊。 ","District(區)、AreaCode(行政區域代碼)、Village(里)、Language(語系)、FILE_URL(圖檔連結網址) ","大同區公所","","大同區公所","2018-06-30T00:00:00","不定期更新","免費","","中文","公開","盧姸蓁","02-25975323#231","at4115@gov.taipei","","2026-04-02T11:05:18","/api/dataset/ea6f3b18-9062-4594-abee-43fbb9efedbc/resource/c018614d-38db-4ecc-b8e6-48694f96f83f/download","CSV","UTF-8","25"
"a05ee8ee-d7f1-4024-86c1-e2f97f2120bf","00000994","臺北市生技廠商企業名錄","開創事業","原始資料","經濟","臺北市生技廠商企業名錄。","單位名稱、統一編號、負責人、登記地址、公司電話、產業範疇、位置X座標(經度)、位置Y座標(緯度)
","產業局","","產業局","2016-02-19T00:00:00","每2年","免費","","中文","公開","陳聖諭","02-27208889#6587","px4435@gov.taipei","","2026-04-02T11:04:34","/api/dataset/a05ee8ee-d7f1-4024-86c1-e2f97f2120bf/resource/4e4c6bf2-3968-4874-9b07-b8ff76a2ab92/download","CSV","utf-8",""
"abd80a1c-eb3a-4c99-bbb4-4c671a060050","00000787","臺北市政府各一級機關暨列席議會二級機關首長名錄","公共資訊","原始資料","資訊","收錄本府各一級機關及列席議會二級機關首長資料
","編號、機關、姓名、職稱、到職日、主要學歷、主要經歷、考試、通訊處、公務電話","人事處","","人事處","2020-07-13T00:00:00","不定期更新","免費","","中文","公開","吳婕瀅","02-27208889#7734","v68893@gov.taipei","","2026-04-02T10:42:40","/api/dataset/abd80a1c-eb3a-4c99-bbb4-4c671a060050/resource/1086603a-5239-4dcc-945d-054056988545/download","CSV","utf-8","67"
"b99d2136-d9cd-4415-869e-e4728586e837","00001983","臺北市政府優秀工友人數統計表","公共資訊","原始資料","統計","為統計近6年臺北市政府優秀工友人數","序號、年度、男性、女性、當選人數","人事處","","人事處","2022-03-21T00:00:00","每1年","免費","","中文","公開","李詩媛","02-27208889#7722","gt2858@gov.taipei","","2026-04-02T10:34:43","/api/dataset/b99d2136-d9cd-4415-869e-e4728586e837/resource/421ed1ff-2821-41c9-9a06-d8d27a65ccaa/download","ODS","utf-8",""
"6a7ddafa-b255-404a-aa6d-be668d72d1c5","00001211","臺北市政府模範公務人員人數統計表","公共資訊","原始資料","統計","本府模範公務人員人數統計表","民國年、男性、女性、簡任、薦任、委任、合計","人事處","","人事處","2018-04-12T00:00:00","每1年","免費","","中文","公開","張瑞曄","02-27208889#7721","ad4816@gov.taipei","","2026-04-02T10:34:35","/api/dataset/6a7ddafa-b255-404a-aa6d-be668d72d1c5/resource/45dec854-3fb9-4b71-bf04-010ef9ffb5e6/download","CSV","UTF-8",""
